KPI_Metric_Id,Task_ID,Resource_IDs,Durations_Resource_IDs,Task_Weight
40,197,"[11, 15, 40]","[1.5, 17.0, 51.25]",0.09499409223896002
40,198,"[11, 15, 40]","[18.5, 39.25, 20.25]",0.27516433087308667
40,199,"[1, 48]","[18.25, 60.75]",0.4097836474359722
40,200,"[28, 42, 58]","[43.0, 74.0, 65.0]",0.03658807856179823
41,201,"[35, 37]","[62.25, 42.25]",0.32165612566588203
41,202,"[28, 42, 58]","[65.0, 56.25, 67.75]",0.336815635950385
41,203,[17],[59.75],0.028292748908100407
41,204,"[3, 9, 43, 57]","[38.0, 48.0, 64.25, 6.0]",0.19734679776382036
41,205,"[4, 12, 14, 20]","[34.5, 20.25, 21.5, 13.0]",0.1158886917118123
42,206,"[44, 45, 59]","[11.25, 36.25, 47.75]",0.3430831968766102
42,207,[13],[46.25],0.28768687999433235
42,208,"[23, 25, 41, 52]","[40.0, 48.0, 58.0, 55.25]",0.24611858178512044
42,209,[13],[24.25],0.03849110846968013
42,210,"[22, 26, 34, 54, 60]","[74.0, 12.5, 27.25, 51.0, 42.75]",0.08462023287425686
43,211,"[11, 15, 40]","[27.25, 33.75, 69.0]",0.2284118535368392
43,212,"[4, 12, 14, 20]","[71.25, 4.25, 21.75, 2.0]",0.1232214510014494
43,213,"[4, 12, 14, 20]","[5.25, 6.5, 59.0, 36.25]",0.2908817830633372
43,214,"[22, 26, 34, 54, 60]","[16.75, 39.5, 0.75, 5.5, 27.5]",0.0953175131837319
43,215,"[10, 49, 51]","[32.5, 47.75, 0.75]",0.2621673992146423
44,216,"[19, 29, 56]","[11.0, 13.0, 37.5]",0.3370572079759028
44,217,"[23, 25, 41, 52]","[23.0, 61.75, 43.25, 62.0]",0.093592940856821
44,218,"[2, 7, 39, 53]","[49.25, 14.25, 37.0, 0.25]",0.2866496677131742
44,219,"[1, 48]","[46.75, 58.5]",0.23722276681132662
44,220,"[23, 25, 41, 52]","[28.0, 40.25, 55.75, 72.0]",0.04547741664277528
45,216,"[19, 29, 56]","[40.0, 21.75, 39.0]",0.3370572079759028
45,217,"[23, 25, 41, 52]","[52.25, 31.25, 11.5, 22.25]",0.093592940856821
45,218,"[2, 7, 39, 53]","[9.5, 43.25, 52.5, 74.25]",0.2866496677131742
45,219,"[1, 48]","[23.75, 67.75]",0.23722276681132662
45,220,"[23, 25, 41, 52]","[42.75, 55.75, 36.0, 15.25]",0.04547741664277528
46,216,"[19, 29, 56]","[60.0, 34.75, 70.75]",0.3370572079759028
46,217,"[23, 25, 41, 52]","[10.5, 27.75, 4.25, 1.25]",0.093592940856821
46,218,"[2, 7, 39, 53]","[19.25, 29.0, 35.75, 31.25]",0.2866496677131742
46,219,"[1, 48]","[65.75, 52.0]",0.23722276681132662
46,220,"[23, 25, 41, 52]","[61.0, 14.5, 54.75, 5.0]",0.04547741664277528
47,216,"[19, 29, 56]","[49.5, 22.0, 54.5]",0.3370572079759028
47,217,"[23, 25, 41, 52]","[41.0, 10.25, 58.25, 6.75]",0.093592940856821
47,218,"[2, 7, 39, 53]","[13.25, 54.75, 52.0, 6.75]",0.2866496677131742
47,219,"[1, 48]","[52.75, 44.0]",0.23722276681132662
47,220,"[23, 25, 41, 52]","[37.0, 59.0, 16.0, 35.5]",0.04547741664277528
48,216,"[19, 29, 56]","[28.75, 5.75, 33.75]",0.3370572079759028
48,217,"[23, 25, 41, 52]","[35.75, 19.0, 2.5, 4.25]",0.093592940856821
48,218,"[2, 7, 39, 53]","[70.5, 56.75, 64.75, 27.25]",0.2866496677131742
48,219,"[1, 48]","[49.25, 4.5]",0.23722276681132662
48,220,"[23, 25, 41, 52]","[64.0, 69.5, 7.25, 27.5]",0.04547741664277528
49,216,"[19, 29, 56]","[68.5, 51.75, 47.5]",0.3370572079759028
49,217,"[23, 25, 41, 52]","[39.5, 17.0, 47.25, 51.25]",0.093592940856821
49,218,"[2, 7, 39, 53]","[42.25, 23.0, 8.5, 26.25]",0.2866496677131742
49,219,"[1, 48]","[64.5, 9.75]",0.23722276681132662
49,220,"[23, 25, 41, 52]","[69.25, 5.75, 27.0, 38.0]",0.04547741664277528
50,216,"[19, 29, 56]","[44.75, 36.0, 62.5]",0.3370572079759028
50,217,"[23, 25, 41, 52]","[8.75, 37.0, 43.0, 72.75]",0.093592940856821
50,218,"[2, 7, 39, 53]","[74.25, 69.5, 10.25, 68.25]",0.2866496677131742
50,219,"[1, 48]","[14.25, 63.75]",0.23722276681132662
50,220,"[23, 25, 41, 52]","[51.25, 17.5, 11.25, 56.0]",0.04547741664277528
51,216,"[19, 29, 56]","[69.5, 62.25, 26.75]",0.3370572079759028
51,217,"[23, 25, 41, 52]","[38.25, 12.75, 33.25, 57.5]",0.093592940856821
51,218,"[2, 7, 39, 53]","[3.25, 70.25, 50.5, 44.75]",0.2866496677131742
51,219,"[1, 48]","[73.75, 22.0]",0.23722276681132662
51,220,"[23, 25, 41, 52]","[24.0, 53.5, 41.75, 36.25]",0.04547741664277528
52,216,"[19, 29, 56]","[36.0, 68.5, 51.25]",0.3370572079759028
52,217,"[23, 25, 41, 52]","[21.0, 44.75, 47.0, 12.5]",0.093592940856821
52,218,"[2, 7, 39, 53]","[21.75, 17.0, 4.75, 15.5]",0.2866496677131742
52,219,"[1, 48]","[69.75, 67.75]",0.23722276681132662
52,220,"[23, 25, 41, 52]","[9.25, 41.25, 18.25, 69.25]",0.04547741664277528
53,216,"[19, 29, 56]","[58.75, 72.5, 36.5]",0.3370572079759028
53,217,"[23, 25, 41, 52]","[50.75, 71.25, 73.25, 34.5]",0.093592940856821
53,218,"[2, 7, 39, 53]","[49.5, 54.5, 58.0, 39.5]",0.2866496677131742
53,219,"[1, 48]","[15.0, 71.75]",0.23722276681132662
53,220,"[23, 25, 41, 52]","[3.75, 64.5, 53.5, 56.25]",0.04547741664277528
54,216,"[19, 29, 56]","[23.75, 36.25, 6.75]",0.3370572079759028
54,217,"[23, 25, 41, 52]","[62.75, 18.5, 58.75, 36.5]",0.093592940856821
54,218,"[2, 7, 39, 53]","[62.5, 27.75, 68.0, 55.5]",0.2866496677131742
54,219,"[1, 48]","[22.75, 31.75]",0.23722276681132662
54,220,"[23, 25, 41, 52]","[7.5, 10.5, 21.0, 43.75]",0.04547741664277528
55,216,"[19, 29, 56]","[6.25, 9.75, 59.75]",0.3370572079759028
55,217,"[23, 25, 41, 52]","[44.0, 42.25, 65.25, 48.5]",0.093592940856821
55,218,"[2, 7, 39, 53]","[68.5, 58.0, 66.5, 38.5]",0.2866496677131742
55,219,"[1, 48]","[41.5, 41.5]",0.23722276681132662
55,220,"[23, 25, 41, 52]","[38.75, 5.5, 34.75, 7.0]",0.04547741664277528
56,216,"[19, 29, 56]","[62.25, 50.0, 27.25]",0.3370572079759028
56,217,"[23, 25, 41, 52]","[65.5, 54.0, 10.75, 6.25]",0.093592940856821
56,218,"[2, 7, 39, 53]","[22.0, 34.75, 65.0, 23.0]",0.2866496677131742
56,219,"[1, 48]","[49.0, 6.75]",0.23722276681132662
56,220,"[23, 25, 41, 52]","[37.5, 65.0, 31.25, 6.25]",0.04547741664277528
57,216,"[19, 29, 56]","[5.0, 23.25, 9.0]",0.3370572079759028
57,217,"[23, 25, 41, 52]","[45.75, 10.5, 45.75, 6.75]",0.093592940856821
57,218,"[2, 7, 39, 53]","[29.25, 71.5, 31.0, 34.75]",0.2866496677131742
57,219,"[1, 48]","[67.75, 33.0]",0.23722276681132662
57,220,"[23, 25, 41, 52]","[48.5, 61.75, 40.5, 33.5]",0.04547741664277528
58,216,"[19, 29, 56]","[39.25, 67.5, 25.0]",0.3370572079759028
58,217,"[23, 25, 41, 52]","[64.25, 51.0, 21.5, 21.5]",0.093592940856821
58,218,"[2, 7, 39, 53]","[44.5, 67.5, 59.25, 42.5]",0.2866496677131742
58,219,"[1, 48]","[37.5, 70.75]",0.23722276681132662
58,220,"[23, 25, 41, 52]","[34.0, 38.75, 47.75, 72.75]",0.04547741664277528
59,216,"[19, 29, 56]","[44.75, 10.75, 56.5]",0.3370572079759028
59,217,"[23, 25, 41, 52]","[70.0, 46.0, 67.25, 45.75]",0.093592940856821
59,218,"[2, 7, 39, 53]","[21.0, 3.5, 60.0, 13.25]",0.2866496677131742
59,219,"[1, 48]","[15.25, 4.25]",0.23722276681132662
59,220,"[23, 25, 41, 52]","[67.0, 28.5, 50.5, 63.25]",0.04547741664277528
60,216,"[19, 29, 56]","[72.0, 59.5, 18.0]",0.3370572079759028
60,217,"[23, 25, 41, 52]","[70.5, 18.5, 31.0, 21.25]",0.093592940856821
60,218,"[2, 7, 39, 53]","[60.0, 28.0, 20.5, 12.0]",0.2866496677131742
60,219,"[1, 48]","[15.25, 28.5]",0.23722276681132662
60,220,"[23, 25, 41, 52]","[73.0, 55.75, 36.75, 17.25]",0.04547741664277528
61,216,"[19, 29, 56]","[23.0, 25.75, 58.75]",0.3370572079759028
61,217,"[23, 25, 41, 52]","[28.0, 66.75, 63.25, 0.25]",0.093592940856821
61,218,"[2, 7, 39, 53]","[52.0, 46.25, 51.5, 20.25]",0.2866496677131742
61,219,"[1, 48]","[66.75, 31.5]",0.23722276681132662
61,220,"[23, 25, 41, 52]","[9.5, 53.0, 34.5, 41.25]",0.04547741664277528
62,216,"[19, 29, 56]","[3.75, 44.75, 68.5]",0.3370572079759028
62,217,"[23, 25, 41, 52]","[57.0, 50.0, 36.25, 52.25]",0.093592940856821
62,218,"[2, 7, 39, 53]","[30.75, 51.25, 67.0, 64.25]",0.2866496677131742
62,219,"[1, 48]","[49.0, 37.5]",0.23722276681132662
62,220,"[23, 25, 41, 52]","[70.0, 12.75, 3.5, 46.25]",0.04547741664277528
63,216,"[19, 29, 56]","[14.0, 3.75, 7.0]",0.3370572079759028
63,217,"[23, 25, 41, 52]","[55.75, 63.5, 23.25, 43.0]",0.093592940856821
63,218,"[2, 7, 39, 53]","[66.0, 53.25, 40.25, 69.75]",0.2866496677131742
63,219,"[1, 48]","[10.25, 74.5]",0.23722276681132662
63,220,"[23, 25, 41, 52]","[47.5, 22.75, 44.5, 32.5]",0.04547741664277528
64,216,"[19, 29, 56]","[30.75, 62.25, 31.0]",0.3370572079759028
64,217,"[23, 25, 41, 52]","[22.75, 5.75, 5.5, 61.0]",0.093592940856821
64,218,"[2, 7, 39, 53]","[61.25, 3.25, 70.25, 0.25]",0.2866496677131742
64,219,"[1, 48]","[13.75, 27.5]",0.23722276681132662
64,220,"[23, 25, 41, 52]","[2.75, 28.5, 13.75, 54.25]",0.04547741664277528
65,216,"[19, 29, 56]","[11.25, 14.5, 27.75]",0.3370572079759028
65,217,"[23, 25, 41, 52]","[19.5, 61.25, 71.0, 10.5]",0.093592940856821
65,218,"[2, 7, 39, 53]","[49.25, 26.75, 23.75, 6.0]",0.2866496677131742
65,219,"[1, 48]","[19.5, 45.25]",0.23722276681132662
65,220,"[23, 25, 41, 52]","[5.0, 50.75, 32.25, 39.75]",0.04547741664277528
66,216,"[19, 29, 56]","[30.5, 59.5, 27.0]",0.3370572079759028
66,217,"[23, 25, 41, 52]","[58.5, 29.0, 45.25, 29.75]",0.093592940856821
66,218,"[2, 7, 39, 53]","[69.75, 18.5, 18.0, 17.75]",0.2866496677131742
66,219,"[1, 48]","[52.0, 68.25]",0.23722276681132662
66,220,"[23, 25, 41, 52]","[32.25, 59.75, 34.5, 72.5]",0.04547741664277528
67,216,"[19, 29, 56]","[54.5, 55.0, 61.25]",0.3370572079759028
67,217,"[23, 25, 41, 52]","[73.5, 66.75, 42.25, 60.75]",0.093592940856821
67,218,"[2, 7, 39, 53]","[64.75, 46.25, 14.0, 31.0]",0.2866496677131742
67,219,"[1, 48]","[68.75, 54.75]",0.23722276681132662
67,220,"[23, 25, 41, 52]","[17.75, 64.5, 15.0, 48.0]",0.04547741664277528
68,216,"[19, 29, 56]","[27.5, 74.5, 31.25]",0.3370572079759028
